CID,MolecularFormula,IsomericSMILES,InChI,InChIKey,IUPACName,nm_unique
167417,Cr,[49Cr],InChI=1S/Cr/i1-3,VYZAMTAEIAYCRO-OIOBTWANSA-N,chromium-49,Cr
167418,Ag,[115Ag],InChI=1S/Ag/i1+7,BQCADISMDOOEFD-RKEGKUSMSA-N,silver-115,Ag
168049,Pr,[145Pr],InChI=1S/Pr/i1+4,PUDIUYLPXJFUGB-RNFDNDRNSA-N,praseodymium-145,Pr
168050,Pr,[147Pr],InChI=1S/Pr/i1+6,PUDIUYLPXJFUGB-LZFNBGRKSA-N,praseodymium-147,Pr
169394,Y+3,[Y+3],InChI=1S/Y/q+3,GRTBAGCGDOYUBE-UHFFFAOYSA-N,yttrium(3+),Y
176415,Gd+3,[Gd+3],InChI=1S/Gd/q+3,RJOJUSXNYCILHH-UHFFFAOYSA-N,gadolinium(3+),Gd
176416,Fe,[60Fe],InChI=1S/Fe/i1+4,XEEYBQQBJWHFJM-RNFDNDRNSA-N,iron-60,Fe
176987,Nd,[136Nd],InChI=1S/Nd/i1-8,QEFYFXOXNSNQGX-QQVBLGSISA-N,neodymium-136,Nd
177060,Pr,[136Pr],InChI=1S/Pr/i1-5,PUDIUYLPXJFUGB-FTXFMUIASA-N,praseodymium-136,Pr
177061,Nd,[139Nd],InChI=1S/Nd/i1-5,QEFYFXOXNSNQGX-FTXFMUIASA-N,neodymium-139,Nd
177109,Fe+3,[59Fe+3],InChI=1S/Fe/q+3/i1+3,VTLYFUHAOXGGBS-AKLPVKDBSA-N,iron-59(3+),Fe
177431,Zn+2,[65Zn+2],InChI=1S/Zn/q+2/i1+0,PTFCDOFLOPIGGS-IGMARMGPSA-N,zinc-65(2+),Zn
177438,Au,[200Au],InChI=1S/Au/i1+3,PCHJSUWPFVWCPO-AKLPVKDBSA-N,gold-200,Au
177439,Er,[171Er],InChI=1S/Er/i1+4,UYAHIZSMUZPPFV-RNFDNDRNSA-N,erbium-171,Er
177472,V,[49V],InChI=1S/V/i1-2,LEONUFNNVUYDNQ-YPZZEJLDSA-N,vanadium-49,V
177473,Mn,[51Mn],InChI=1S/Mn/i1-4,PWHULOQIROXLJO-AHCXROLUSA-N,manganese-51,Mn
177474,Y,[86Y],InChI=1S/Y/i1-3,VWQVUPCCIRVNHF-OIOBTWANSA-N,yttrium-86,Y
177476,Co,[62Co],InChI=1S/Co/i1+3,GUTLYIVDDKVIGB-AKLPVKDBSA-N,cobalt-62,Co
177477,Cr,[48Cr],InChI=1S/Cr/i1-4,VYZAMTAEIAYCRO-AHCXROLUSA-N,chromium-48,Cr
177478,Zn,[62Zn],InChI=1S/Zn/i1-3,HCHKCACWOHOZIP-OIOBTWANSA-N,zinc-62,Zn
177481,Zn,[63Zn],InChI=1S/Zn/i1-2,HCHKCACWOHOZIP-YPZZEJLDSA-N,zinc-63,Zn
177482,Ag,[102Ag],InChI=1S/Ag/i1-6,BQCADISMDOOEFD-VENIDDJXSA-N,silver-102,Ag
177483,Er,[168Er],InChI=1S/Er/i1+1,UYAHIZSMUZPPFV-OUBTZVSYSA-N,erbium-168,Er
177487,Ni,[65Ni],InChI=1S/Ni/i1+6,PXHVJJICTQNCMI-LZFNBGRKSA-N,nickel-65,Ni
177493,La,[137La],InChI=1S/La/i1-2,FZLIPJUXYLNCLC-YPZZEJLDSA-N,lanthanum-137,La
177494,Gd,[160Gd],InChI=1S/Gd/i1+3,UIWYJDYFSGRHKR-AKLPVKDBSA-N,gadolinium-160,Gd
177497,V,[47V],InChI=1S/V/i1-4,LEONUFNNVUYDNQ-AHCXROLUSA-N,vanadium-47,V
177513,Nd,[141Nd],InChI=1S/Nd/i1-3,QEFYFXOXNSNQGX-OIOBTWANSA-N,neodymium-141,Nd
177514,Er,[166Er],InChI=1S/Er/i1-1,UYAHIZSMUZPPFV-BJUDXGSMSA-N,erbium-166,Er
177516,Pt,[188Pt],InChI=1S/Pt/i1-7,BASFCYQUMIYNBI-NOHWODKXSA-N,platinum-188,Pt
177519,Ni,[61Ni],InChI=1S/Ni/i1+2,PXHVJJICTQNCMI-NJFSPNSNSA-N,nickel-61,Ni
177520,Ni,[56Ni],InChI=1S/Ni/i1-3,PXHVJJICTQNCMI-OIOBTWANSA-N,nickel-56,Ni
177522,Gd,[149Gd],InChI=1S/Gd/i1-8,UIWYJDYFSGRHKR-QQVBLGSISA-N,gadolinium-149,Gd
177523,Gd,[151Gd],InChI=1S/Gd/i1-6,UIWYJDYFSGRHKR-VENIDDJXSA-N,gadolinium-151,Gd
177526,Gd,[147Gd],InChI=1S/Gd/i1-10,UIWYJDYFSGRHKR-CBESVEIWSA-N,gadolinium-147,Gd
177527,Gd,[146Gd],InChI=1S/Gd/i1-11,UIWYJDYFSGRHKR-DSSHQIQSSA-N,gadolinium-146,Gd
177537,Er,[161Er],InChI=1S/Er/i1-6,UYAHIZSMUZPPFV-VENIDDJXSA-N,erbium-161,Er
177550,Ag,[103Ag],InChI=1S/Ag/i1-5,BQCADISMDOOEFD-FTXFMUIASA-N,silver-103,Ag
177558,Pt,[186Pt],InChI=1S/Pt/i1-9,BASFCYQUMIYNBI-DBXDQKISSA-N,platinum-186,Pt
177560,Pt,[189Pt],InChI=1S/Pt/i1-6,BASFCYQUMIYNBI-VENIDDJXSA-N,platinum-189,Pt
177563,La,[132La],InChI=1S/La/i1-7,FZLIPJUXYLNCLC-NOHWODKXSA-N,lanthanum-132,La
177568,Gd,[158Gd],InChI=1S/Gd/i1+1,UIWYJDYFSGRHKR-OUBTZVSYSA-N,gadolinium-158,Gd
177570,Ag,[104Ag],InChI=1S/Ag/i1-4,BQCADISMDOOEFD-AHCXROLUSA-N,silver-104,Ag
177598,Pr,[137Pr],InChI=1S/Pr/i1-4,PUDIUYLPXJFUGB-AHCXROLUSA-N,praseodymium-137,Pr
177601,Cu,[61Cu],InChI=1S/Cu/i1-3,RYGMFSIKBFXOCR-OIOBTWANSA-N,copper-61,Cu
177608,Nd,[146Nd],InChI=1S/Nd/i1+2,QEFYFXOXNSNQGX-NJFSPNSNSA-N,neodymium-146,Nd
177620,Y,[95Y],InChI=1S/Y/i1+6,VWQVUPCCIRVNHF-LZFNBGRKSA-N,yttrium-95,Y
177623,Pr,[138Pr],InChI=1S/Pr/i1-3,PUDIUYLPXJFUGB-OIOBTWANSA-N,praseodymium-138,Pr
177635,Nd,[151Nd],InChI=1S/Nd/i1+7,QEFYFXOXNSNQGX-RKEGKUSMSA-N,neodymium-151,Nd
177641,Nd,[138Nd],InChI=1S/Nd/i1-6,QEFYFXOXNSNQGX-VENIDDJXSA-N,neodymium-138,Nd
177650,Er,[170Er],InChI=1S/Er/i1+3,UYAHIZSMUZPPFV-AKLPVKDBSA-N,erbium-170,Er
177652,La,[131La],InChI=1S/La/i1-8,FZLIPJUXYLNCLC-QQVBLGSISA-N,lanthanum-131,La
177666,Cr+4,[Cr+4],InChI=1S/Cr/q+4,UUMMHAPECIIHJR-UHFFFAOYSA-N,chromium(4+),Cr
177682,Pt,[197Pt],InChI=1S/Pt/i1+2,BASFCYQUMIYNBI-NJFSPNSNSA-N,platinum-197,Pt
177686,Nd,[149Nd],InChI=1S/Nd/i1+5,QEFYFXOXNSNQGX-BKFZFHPZSA-N,neodymium-149,Nd
177687,Ni,[66Ni],InChI=1S/Ni/i1+7,PXHVJJICTQNCMI-RKEGKUSMSA-N,nickel-66,Ni
177688,La,[135La],InChI=1S/La/i1-4,FZLIPJUXYLNCLC-AHCXROLUSA-N,lanthanum-135,La
177689,La,[138La],InChI=1S/La/i1-1,FZLIPJUXYLNCLC-BJUDXGSMSA-N,lanthanum-138,La
177697,La,[141La],InChI=1S/La/i1+2,FZLIPJUXYLNCLC-NJFSPNSNSA-N,lanthanum-141,La
177711,La,[142La],InChI=1S/La/i1+3,FZLIPJUXYLNCLC-AKLPVKDBSA-N,lanthanum-142,La
177777,Er,[172Er],InChI=1S/Er/i1+5,UYAHIZSMUZPPFV-BKFZFHPZSA-N,erbium-172,Er
178157,Ti+2,[Ti+2],InChI=1S/Ti/q+2,MJOXZELXZLIYPI-UHFFFAOYSA-N,titanium(2+),Ti
178158,La,[143La],InChI=1S/La/i1+4,FZLIPJUXYLNCLC-RNFDNDRNSA-N,lanthanum-143,La
178160,Ni,[58Ni],InChI=1S/Ni/i1-1,PXHVJJICTQNCMI-BJUDXGSMSA-N,nickel-58,Ni
178178,Co,[61Co],InChI=1S/Co/i1+2,GUTLYIVDDKVIGB-NJFSPNSNSA-N,cobalt-61,Co
178185,Er,[165Er],InChI=1S/Er/i1-2,UYAHIZSMUZPPFV-YPZZEJLDSA-N,erbium-165,Er
178186,Y,[87Y],InChI=1S/Y/i1-2,VWQVUPCCIRVNHF-YPZZEJLDSA-N,yttrium-87,Y
178189,Au,[195Au],InChI=1S/Au/i1-2,PCHJSUWPFVWCPO-YPZZEJLDSA-N,gold-195,Au
178190,Ag,[112Ag],InChI=1S/Ag/i1+4,BQCADISMDOOEFD-RNFDNDRNSA-N,silver-112,Ag
179931,Ag,[106Ag],InChI=1S/Ag/i1-2,BQCADISMDOOEFD-YPZZEJLDSA-N,silver-106,Ag
180072,Ag,[109Ag],InChI=1S/Ag/i1+1,BQCADISMDOOEFD-OUBTZVSYSA-N,silver-109,Ag
181086,NiO,[O-2].[Ni+2],InChI=1S/Ni.O/q+2;-2,KVAWBJDCAFOHRG-UHFFFAOYSA-N,nickel(2+);oxygen(2-),NiO
181089,Sr+2,[90Sr+2],InChI=1S/Sr/q+2/i1+2,PWYYWQHXAPXYMF-NJFSPNSNSA-N,strontium-90(2+),Sr
181103,Pr,[139Pr],InChI=1S/Pr/i1-2,PUDIUYLPXJFUGB-YPZZEJLDSA-N,praseodymium-139,Pr
181324,Y,[94Y],InChI=1S/Y/i1+5,VWQVUPCCIRVNHF-BKFZFHPZSA-N,yttrium-94,Y
182512,Au,[201Au],InChI=1S/Au/i1+4,PCHJSUWPFVWCPO-RNFDNDRNSA-N,gold-201,Au
185123,Ag+,[110Ag+],InChI=1S/Ag/q+1/i1+2,FOIXSVOLVBLSDH-NJFSPNSNSA-N,silver-110(1+),Ag
185491,Co+2,[60Co+2],InChI=1S/Co/q+2/i1+1,XLJKHNWPARRRJB-OUBTZVSYSA-N,cobalt-60(2+),Co
185533,Fe+3,[55Fe+3],InChI=1S/Fe/q+3/i1-1,VTLYFUHAOXGGBS-BJUDXGSMSA-N,iron-55(3+),Fe
185697,Pr+3,[Pr+3],InChI=1S/Pr/q+3,WCWKKSOQLQEJTE-UHFFFAOYSA-N,praseodymium(3+),Pr
189930,Gd,[145Gd],InChI=1S/Gd/i1-12,UIWYJDYFSGRHKR-DFNMHJECSA-N,gadolinium-145,Gd
292779,Pt,[200Pt],InChI=1S/Pt/i1+5,BASFCYQUMIYNBI-BKFZFHPZSA-N,platinum-200,Pt
449809,Gd,[161Gd],InChI=1S/Gd/i1+4,UIWYJDYFSGRHKR-RNFDNDRNSA-N,gadolinium-161,Gd
450030,HfO2,O=[Hf]=O,InChI=1S/Hf.2O,CJNBYAVZURUTKZ-UHFFFAOYSA-N,dioxohafnium,HfO2
517277,FeO,[O-2].[Fe+2],InChI=1S/Fe.O/q+2;-2,VBMVTYDPPZVILR-UHFFFAOYSA-N,iron(2+);oxygen(2-),FeO
518696,FeO+,[O-2].[Fe+3],InChI=1S/Fe.O/q+3;-2,BNFATFJZMZWRKZ-UHFFFAOYSA-N,iron(3+);oxygen(2-),FeO
518709,Cr2O3,O=[Cr]O[Cr]=O,InChI=1S/2Cr.3O,QDOXWKRWXJOMAK-UHFFFAOYSA-N,oxo(oxochromiooxy)chromium,Cr2O3
518710,Fe2O3,O=[Fe]O[Fe]=O,InChI=1S/2Fe.3O,JEIPFZHSYJVQDO-UHFFFAOYSA-N,oxo(oxoferriooxy)iron,Fe2O3
518711,OSr,O=[Sr],InChI=1S/O.Sr,UFQXGXDIJMBKTC-UHFFFAOYSA-N,oxostrontium,SrO
518712,O3V2,O=[V]O[V]=O,InChI=1S/3O.2V,KFAFTZQGYMGWLU-UHFFFAOYSA-N,oxo(oxovanadiooxy)vanadium,V2O3
3007857,O3Y2,O=[Y]O[Y]=O,InChI=1S/3O.2Y,SIWVEOZUMHYXCS-UHFFFAOYSA-N,oxo(oxoyttriooxy)yttrium,Y2O3
3014001,O5Ta2,O=[Ta](=O)O[Ta](=O)=O,InChI=1S/5O.2Ta,PBCFLUZVCVVTBY-UHFFFAOYSA-N,dioxotantaliooxy(dioxo)tantalum,Ta2O5
3082060,OZn,[O-2].[Zn+2],InChI=1S/O.Zn/q-2;+2,RNWHGQJWIACOKP-UHFFFAOYSA-N,zinc;oxygen(2-),ZnO
3083408,CuI+,[Cu+2].[I-],InChI=1S/Cu.HI/h;1H/q+2;/p-1,VYRQKCZJRLRBKT-UHFFFAOYSA-M,copper;iodide,CuI
3280778,Ag,[107Ag],InChI=1S/Ag/i1-1,BQCADISMDOOEFD-BJUDXGSMSA-N,silver-107,Ag
3579754,Sr+2,[89Sr+2],InChI=1S/Sr/q+2/i1+1,PWYYWQHXAPXYMF-OUBTZVSYSA-N,strontium-89(2+),Sr
3779597,La2O3,O=[La]O[La]=O,InChI=1S/2La.3O,KTUFCUMIWABKDW-UHFFFAOYSA-N,oxo(oxolanthaniooxy)lanthanum,La2O3
3788361,O3Tl2,O=[Tl]O[Tl]=O,InChI=1S/3O.2Tl,QTQRFJQXXUPYDI-UHFFFAOYSA-N,oxo(oxothallanyloxy)thallane,Tl2O3
4077523,Er+3,[Er+3],InChI=1S/Er/q+3,JHFPQYFEJICGKC-UHFFFAOYSA-N,erbium(3+),Er
4082176,Nd+3,[Nd+3],InChI=1S/Nd/q+3,UYIXUPGBIXNDHN-UHFFFAOYSA-N,neodymium(3+),Nd
4082203,Sn+4,[Sn+4],InChI=1S/Sn/q+4,SYRHIZPPCHMRIT-UHFFFAOYSA-N,tin(4+),Sn
4089911,Dy2O3,O=[Dy]O[Dy]=O,InChI=1S/2Dy.3O,NLQFUUYNQFMIJW-UHFFFAOYSA-N,oxo(oxodysprosiooxy)dysprosium,Dy2O3
4124403,Si+4,[Si+4],InChI=1S/Si/q+4,RWMKKWXZFRMVPB-UHFFFAOYSA-N,silicon(4+),Si
4163537,O3Tb2,O=[Tb]O[Tb]=O,InChI=1S/3O.2Tb,GWYXTVGANSBRNB-UHFFFAOYSA-N,,Tb2O3
4196641,O3Yb2,O=[Yb]O[Yb]=O,InChI=1S/3O.2Yb,FIXNOXLJNSSSLJ-UHFFFAOYSA-N,oxo(oxoytterbiooxy)ytterbium,Yb2O3
4226345,Al2O4-2,[O-][Al]=O.[O-][Al]=O,InChI=1S/2Al.4O/q;;;;2*-1,RBHSDMJWWDJHTP-UHFFFAOYSA-N,oxido(oxo)alumane,Al2O4
4232365,Nd2O3,O=[Nd]O[Nd]=O,InChI=1S/2Nd.3O,HBPPDPSYLUIKHU-UHFFFAOYSA-N,oxo(oxoneodymiooxy)neodymium,Nd2O3
4233003,CTi,[C-]#[Ti+],InChI=1S/C.Ti/q-1;+1,YXIVWSJCLXKLJL-UHFFFAOYSA-N,methanidylidynetitanium(1+),TiC
4247557,Ho2O3,O=[Ho]O[Ho]=O,InChI=1S/2Ho.3O,JYTUFVYWTIKZGR-UHFFFAOYSA-N,oxo(oxoholmiooxy)holmium,Ho2O3
4323797,Eu2O3,O=[Eu]O[Eu]=O,InChI=1S/2Eu.3O,RSEIMSPAXMNYFJ-UHFFFAOYSA-N,oxo(oxoeuropiooxy)europium,Eu2O3
4349445,O3Sm2,O=[Sm]O[Sm]=O,InChI=1S/3O.2Sm,PRCWVHVINXAFRG-UHFFFAOYSA-N,oxo(oxosamariooxy)samarium,Sm2O3
4541709,Lu2O3,O=[Lu]O[Lu]=O,InChI=1S/2Lu.3O,MPARYNQUYZOBJM-UHFFFAOYSA-N,oxo(oxolutetiooxy)lutetium,Lu2O3
4558810,O3V2,O=[V]1=[V](=O)O1,InChI=1S/3O.2V,KFAFTZQGYMGWLU-UHFFFAOYSA-N,"1-oxa-2lambda5,3lambda5-divanadacycloprop-2-ene 2,3-dioxide",V2O3
4583683,CuI+,[Cu+]I,InChI=1S/Cu.HI/h;1H/q+2;/p-1,VYRQKCZJRLRBKT-UHFFFAOYSA-M,iodocopper(1+),CuI
5123419,Gd2O3,O=[Gd]O[Gd]=O,InChI=1S/2Gd.3O,RNYFGGMJZRTZKO-UHFFFAOYSA-N,oxo(oxogadoliniooxy)gadolinium,Gd2O3
5139834,O3Sc2,O=[Sc]O[Sc]=O,InChI=1S/3O.2Sc,HYXGAEYDKFCVMU-UHFFFAOYSA-N,oxo(oxoscandiooxy)scandium,Sc2O3
5150906,Er2O3,O=[Er]O[Er]=O,InChI=1S/2Er.3O,VQCBHWLJZDBHOS-UHFFFAOYSA-N,oxo(oxoerbiooxy)erbium,Er2O3
5153393,Ga2O3,O=[Ga]O[Ga]=O,InChI=1S/2Ga.3O,QZQVBEXLDFYHSR-UHFFFAOYSA-N,oxo(oxogallanyloxy)gallane,Ga2O3
5352426,In2O3,O=[In]O[In]=O,InChI=1S/2In.3O,SHTGRZNPWBITMM-UHFFFAOYSA-N,oxo(oxoindiganyloxy)indigane,In2O3
5359268,Ti+3,[Ti+3],InChI=1S/Ti/q+3,CMWCOKOTCLFJOP-UHFFFAOYSA-N,titanium(3+),Ti
5359327,Sn,[Sn],InChI=1S/Sn,ATJFFYVFTNAWJD-UHFFFAOYSA-N,tin,Sn
5360835,Al,[Al],InChI=1S/Al,XAGFODPZIPBFFR-UHFFFAOYSA-N,aluminum,Al
5388880,Sr,[Sr],InChI=1S/Sr,CIOAGBVUUVVLOB-UHFFFAOYSA-N,strontium,Sr
5460753,Ga,[Ga],InChI=1S/Ga,GYHNNYVSQQEPJS-UHFFFAOYSA-N,gallium,Ga
5461123,Sr,[89Sr],InChI=1S/Sr/i1+1,CIOAGBVUUVVLOB-OUBTZVSYSA-N,strontium-89,Sr
5464084,V+2,[V+2],InChI=1S/V/q+2,BLSRSXLJVJVBIK-UHFFFAOYSA-N,vanadium(2+),V
5464271,Si,[Si],InChI=1S/Si,XUIMIQQOPSSXEZ-UHFFFAOYSA-N,silicon,Si
5486204,Ga,[67Ga],InChI=1S/Ga/i1-3,GYHNNYVSQQEPJS-OIOBTWANSA-N,gallium-67,Ga
5488452,Sr,[85Sr],InChI=1S/Sr/i1-3,CIOAGBVUUVVLOB-OIOBTWANSA-N,strontium-85,Sr
6326954,Sr,[90Sr],InChI=1S/Sr/i1+2,CIOAGBVUUVVLOB-NJFSPNSNSA-N,strontium-90,Sr
6327639,Ga,[68Ga],InChI=1S/Ga/i1-2,GYHNNYVSQQEPJS-YPZZEJLDSA-N,gallium-68,Ga
6335514,Ge,[Ge],InChI=1S/Ge,GNPVGFCGXDBREM-UHFFFAOYSA-N,germanium,Ge
6335517,GeO,O=[Ge],InChI=1S/GeO/c1-2,PVADDRMAFCOOPC-UHFFFAOYSA-N,oxogermanium,GeO
6335835,Sn,[113Sn],InChI=1S/Sn/i1-6,ATJFFYVFTNAWJD-VENIDDJXSA-N,tin-113,Sn
6335837,Sr,[87Sr],InChI=1S/Sr/i1-1,CIOAGBVUUVVLOB-BJUDXGSMSA-N,strontium-87,Sr
6335897,Sr,[86Sr],InChI=1S/Sr/i1-2,CIOAGBVUUVVLOB-YPZZEJLDSA-N,strontium-86,Sr
6335914,Al,[26Al],InChI=1S/Al/i1-1,XAGFODPZIPBFFR-BJUDXGSMSA-N,aluminum-26,Al
6336609,Si,[32Si],InChI=1S/Si/i1+4,XUIMIQQOPSSXEZ-RNFDNDRNSA-N,silicon-32,Si
6336618,Sn,[126Sn],InChI=1S/Sn/i1+7,ATJFFYVFTNAWJD-RKEGKUSMSA-N,tin-126,Sn
6336985,Ga,[72Ga],InChI=1S/Ga/i1+2,GYHNNYVSQQEPJS-NJFSPNSNSA-N,gallium-72,Ga
6336987,Sn,[125Sn],InChI=1S/Sn/i1+6,ATJFFYVFTNAWJD-LZFNBGRKSA-N,tin-125,Sn
6337030,MoSi2,[Si]=[Mo]=[Si],InChI=1S/Mo.2Si,YXTPWUNVHCYOSP-UHFFFAOYSA-N,,MoSi2
6337043,Si-,[Si-],InChI=1S/Si/q-1,HJELPJZFDFLHEY-UHFFFAOYSA-N,silicon(1-),Si
6337045,Sn,[117Sn],InChI=1S/Sn/i1-2,ATJFFYVFTNAWJD-YPZZEJLDSA-N,tin-117,Sn
6337047,Sr,[91Sr],InChI=1S/Sr/i1+3,CIOAGBVUUVVLOB-AKLPVKDBSA-N,strontium-91,Sr
6337049,Ge,[71Ge],InChI=1S/Ge/i1-2,GNPVGFCGXDBREM-YPZZEJLDSA-N,germanium-71,Ge
6337050,Ga,[69Ga],InChI=1S/Ga/i1-1,GYHNNYVSQQEPJS-BJUDXGSMSA-N,gallium-69,Ga
6337052,Sn,[121Sn],InChI=1S/Sn/i1+2,ATJFFYVFTNAWJD-NJFSPNSNSA-N,tin-121,Sn
6337053,Sn,[123Sn],InChI=1S/Sn/i1+4,ATJFFYVFTNAWJD-RNFDNDRNSA-N,tin-123,Sn
6337059,Ge,[75Ge],InChI=1S/Ge/i1+2,GNPVGFCGXDBREM-NJFSPNSNSA-N,germanium-75,Ge
6337062,Ge,[77Ge],InChI=1S/Ge/i1+4,GNPVGFCGXDBREM-RNFDNDRNSA-N,germanium-77,Ge
6337083,Sr,[82Sr],InChI=1S/Sr/i1-6,CIOAGBVUUVVLOB-VENIDDJXSA-N,strontium-82,Sr
6337084,Sr,[92Sr],InChI=1S/Sr/i1+4,CIOAGBVUUVVLOB-RNFDNDRNSA-N,strontium-92,Sr
6337085,Ge,[67Ge],InChI=1S/Ge/i1-6,GNPVGFCGXDBREM-VENIDDJXSA-N,germanium-67,Ge
6337086,Ge,[68Ge],InChI=1S/Ge/i1-5,GNPVGFCGXDBREM-FTXFMUIASA-N,germanium-68,Ge
6337546,Ge,[78Ge],InChI=1S/Ge/i1+5,GNPVGFCGXDBREM-BKFZFHPZSA-N,germanium-78,Ge
6337556,Ge,[66Ge],InChI=1S/Ge/i1-7,GNPVGFCGXDBREM-NOHWODKXSA-N,germanium-66,Ge
6337557,Ga,[70Ga],InChI=1S/Ga/i1+0,GYHNNYVSQQEPJS-IGMARMGPSA-N,gallium-70,Ga
6337560,Sr,[81Sr],InChI=1S/Sr/i1-7,CIOAGBVUUVVLOB-NOHWODKXSA-N,strontium-81,Sr
6337561,Sr,[83Sr],InChI=1S/Sr/i1-5,CIOAGBVUUVVLOB-FTXFMUIASA-N,strontium-83,Sr
6337564,Al,[29Al],InChI=1S/Al/i1+2,XAGFODPZIPBFFR-NJFSPNSNSA-N,aluminum-29,Al
6337566,Sn,[118Sn],InChI=1S/Sn/i1-1,ATJFFYVFTNAWJD-BJUDXGSMSA-N,tin-118,Sn
6337567,Sn,[114Sn],InChI=1S/Sn/i1-5,ATJFFYVFTNAWJD-FTXFMUIASA-N,tin-114,Sn
6337568,Ge,[69Ge],InChI=1S/Ge/i1-4,GNPVGFCGXDBREM-AHCXROLUSA-N,germanium-69,Ge
6337569,Ga,[73Ga],InChI=1S/Ga/i1+3,GYHNNYVSQQEPJS-AKLPVKDBSA-N,gallium-73,Ga
6337575,Ge,[73Ge],InChI=1S/Ge/i1+0,GNPVGFCGXDBREM-IGMARMGPSA-N,germanium-73,Ge
6337579,Ge,[74Ge],InChI=1S/Ge/i1+1,GNPVGFCGXDBREM-OUBTZVSYSA-N,germanium-74,Ge
6337582,Sn,[112Sn],InChI=1S/Sn/i1-7,ATJFFYVFTNAWJD-NOHWODKXSA-N,tin-112,Sn
6337587,Sn,[127Sn],InChI=1S/Sn/i1+8,ATJFFYVFTNAWJD-CONNIKPHSA-N,tin-127,Sn
6337596,Sr,[80Sr],InChI=1S/Sr/i1-8,CIOAGBVUUVVLOB-QQVBLGSISA-N,strontium-80,Sr
6337602,Sn,[111Sn],InChI=1S/Sn/i1-8,ATJFFYVFTNAWJD-QQVBLGSISA-N,tin-111,Sn
6337616,Sn,[128Sn],InChI=1S/Sn/i1+9,ATJFFYVFTNAWJD-KUYOKYOWSA-N,tin-128,Sn
6337617,Ga,[65Ga],InChI=1S/Ga/i1-5,GYHNNYVSQQEPJS-FTXFMUIASA-N,gallium-65,Ga
6337619,Ga,[66Ga],InChI=1S/Ga/i1-4,GYHNNYVSQQEPJS-AHCXROLUSA-N,gallium-66,Ga
6337622,Sr,[88Sr],InChI=1S/Sr/i1+0,CIOAGBVUUVVLOB-IGMARMGPSA-N,strontium-88,Sr
6337663,Si,[31Si],InChI=1S/Si/i1+3,XUIMIQQOPSSXEZ-AKLPVKDBSA-N,silicon-31,Si
6398947,Sn,[119Sn],InChI=1S/Sn/i1+0,ATJFFYVFTNAWJD-IGMARMGPSA-N,tin-119,Sn
6432046,Sn,[110Sn],InChI=1S/Sn/i1-9,ATJFFYVFTNAWJD-DBXDQKISSA-N,tin-110,Sn
6432052,Cu,[62Cu],InChI=1S/Cu/i1-2,RYGMFSIKBFXOCR-YPZZEJLDSA-N,copper-62,Cu
6432705,Co3O4,[O-2].[O-2].[O-2].[O-2].[Co+2].[Co+3].[Co+3],InChI=1S/3Co.4O/q+2;2*+3;4*-2,UBEWDCMIDFGDOO-UHFFFAOYSA-N,cobalt(2+);cobalt(3+);oxygen(2-),Co3O4
6452219,Fe3O4,[O-2].[O-2].[O-2].[O-2].[Fe+2].[Fe+3].[Fe+3],InChI=1S/3Fe.4O/q+2;2*+3;4*-2,WTFXARWRTYJXII-UHFFFAOYSA-N,iron(2+);iron(3+);oxygen(2-),Fe3O4
6452892,CuI,[Cu+].[I-],InChI=1S/Cu.HI/h;1H/q+1;/p-1,LSXDOTMGLUJQCM-UHFFFAOYSA-M,copper(1+);iodide,CuI
6850728,Ce2O3,[O-2].[O-2].[O-2].[144Ce+3].[144Ce+3],InChI=1S/2Ce.3O/q2*+3;3*-2/i2*1+4;;;,DRVWBEJJZZTIGJ-YXDQCWDESA-N,cerium-144(3+);oxygen(2-),Ce2O3
6850729,O2Zr,[O-2].[O-2].[Zr+4],InChI=1S/2O.Zr/q2*-2;+4,RVTZCBVAJQQJTK-UHFFFAOYSA-N,oxygen(2-);zirconium(4+),ZrO2
9793748,CaO,[O-2].[Ca+2],InChI=1S/Ca.O/q+2;-2,BRPQOXSCLDDYGP-UHFFFAOYSA-N,calcium;oxygen(2-),CaO
9793819,MgO,[O-2].[Mg+2],InChI=1S/Mg.O/q+2;-2,AXZKOIWUVFPNLO-UHFFFAOYSA-N,magnesium;oxygen(2-),MgO
9794626,Zn,[64Zn],InChI=1S/Zn/i1-1,HCHKCACWOHOZIP-BJUDXGSMSA-N,zinc-64,Zn
9795570,CdS,[S-2].[Cd+2],InChI=1S/Cd.S/q+2;-2,FRLJSGOEGLARCA-UHFFFAOYSA-N,cadmium(2+);sulfide,CdS
9804116,Ag2O,[O-2].[Ag+].[Ag+],InChI=1S/2Ag.O/q2*+1;-2,NDVLTYZPCACLMA-UHFFFAOYSA-N,disilver;oxygen(2-),Ag2O
9812803,In2O3,[O-2].[O-2].[O-2].[114In+3].[114In+3],InChI=1S/2In.3O/q2*+3;3*-2/i2*1-1;;;,PJXISJQVUVHSOJ-LROUUEMQSA-N,indium-114(3+);oxygen(2-),In2O3
9812933,O3Tl2,[O-2].[O-2].[O-2].[Tl+3].[Tl+3],InChI=1S/3O.2Tl/q3*-2;2*+3,LPHBARMWKLYWRA-UHFFFAOYSA-N,oxygen(2-);thallium(3+),Tl2O3
9837314,MoO3-6,[O-2].[O-2].[O-2].[Mo],InChI=1S/Mo.3O/q;3*-2,QFKNYPIKMYQPIA-UHFFFAOYSA-N,molybdenum;oxygen(2-),MoO3
